tibetan_syllable	target	component_rule_ids	rule_evidence_syllables	target_in_rule_evidence	strict_leave_one_out_status	structural_unit_dependencies	domain_rule_dependencies	target_support_channel	authority_status
ཀུང	kuṅ	RESIDUAL_16C7C1641787;CORPUS_84A74DBDD722;SUFFIX_NG_TO_NDOT	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁུག;ཁུང;ཁུལ;ཁོང;གཏོང;གདུང;གདོང;གསུང;གུ;གྲང;གྲུ;གྲོང;ཅིང;ཆང;ཆུག;ཆུང;ཆུད;ཆུན;ཐང;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;དུ;དྲུག;ནུ;ཕང;ཕུག;ཕུད;ཕུབ;ཕུར;ཕྱང;ཕྱིང;ཕྱུགས;ཕྱུང;ཕྲུ;ཕྲུག;བཀལ;བཏང;བཙུན;བརྟུལ;བསྐུར;བྲང;མཐུ;མཐོང;མཚུར;ཚང;ཚུགས;ཚུར;ཚུལ;ཟུར;ཡང;ཡུལ;རིང;རུག;རུས;རྐང;རྐོ;རྡུལ;རྨང;ལང;ལུ;ལུག;ལུང;ལུས;ལོང;སེང;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐྱོང;སྐྲ;སྟེང;སྟོང;སྣང;སྤྱང;སྦྱང;སྦྱོང;སྦྲང;སྲིང;སྲུང;སློང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=no_positive_target_observation;tibetan_proper_name=no_positive_target_observation	complete_not_currently_authoritative
ཀུད	kud	RESIDUAL_16C7C1641787;CORPUS_84A74DBDD722;CORPUS_DDC164B090C8	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁུག;ཁུང;ཁུལ;ཁྱད;ཁྲོད;གདུང;གུ;གྲུ;ཆད;ཆུག;ཆུང;ཆུད;ཆུན;ཐད;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེད;ཐོད;དུ;དྲུག;དྲོད;ནད;ནུ;པད;ཕད;ཕུག;ཕུད;ཕུབ;ཕུར;ཕོད;ཕྱད;ཕྱུགས;ཕྱུང;ཕྱེད;ཕྲད;ཕྲུ;ཕྲུག;བཀལ;བཙུན;བརྟུལ;བསྐུར;བྱད;བྲེད;མཐུ;མཐུད;མཚུར;ཚུགས;ཚུད;ཚུར;ཚུལ;ཟུར;ཡུལ;ཡོད;རུག;རུས;རྐང;རྐོ;རྒོད;རྒྱུད;རྡུལ;རྩེད;ལུ;ལུག;ལུང;ལུས;ཤེད;ཤོད;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐྱིད;སྐྱེད;སྐྱོང;སྐྲ;སྟོད;སྡོད;སྤྱད;སྲིད;སྲུང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=foreign_domain_only;tibetan_proper_name=foreign_domain_only	complete_not_currently_authoritative
ཀུན	kun	RESIDUAL_16C7C1641787;CORPUS_84A74DBDD722;CORPUS_76CFA3FCFF21	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁུག;ཁུང;ཁུལ;ཁོན;ཁྲོན;གདུང;གདོན;གུ;གྲུ;ཆུག;ཆུང;ཆུད;ཆུན;ཆེན;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེན;ཐོན;དམན;དུ;དྲུག;ནུ;ནོན;པན;ཕན;ཕུག;ཕུད;ཕུབ;ཕུར;ཕོན;ཕྱིན;ཕྱུགས;ཕྱུང;ཕྲན;ཕྲིན;ཕྲུ;ཕྲུག;བཀལ;བཙན;བཙུན;བརྟུལ;བསྐུར;བྱན;བྱིན;བྲན;བློན;མཁན;མཐུ;མཐུན;མཚུར;ཚུགས;ཚུན;ཚུར;ཚུལ;ཟན;ཟུར;ཡན;ཡིན;ཡུལ;ཡོན;རུག;རུས;རྐང;རྐོ;རྒྱུན;རྡུལ;རྩེན;ལུ;ལུག;ལུང;ལུས;ལེན;ཤན;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐྱོང;སྐྲ;སྟན;སྟོན;སྤྱན;སྲུང	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཀུབ	kub	RESIDUAL_16C7C1641787;CORPUS_84A74DBDD722;CORPUS_0C6592BB5CEF	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁབ;ཁུག;ཁུང;ཁུལ;ཁེབ;ཁྱབ;ཁྲབ;གདུང;གདུབ;གུ;གྲུ;གྲུབ;ཆུག;ཆུང;ཆུད;ཆུན;ཐབ;ཐབས;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེབ;ཐོབ;དུ;དྲུག;ནུ;ཕབ;ཕུག;ཕུད;ཕུབ;ཕུར;ཕྱུགས;ཕྱུང;ཕྲུ;ཕྲུག;བཀལ;བཏབ;བཙུན;བརྟུལ;བརྡབ;བསྐུར;བྲབ;མཐུ;མཚུར;ཚབ;ཚུགས;ཚུར;ཚུལ;ཟུར;འབབ;ཡབ;ཡུལ;རབ;རུག;རུས;རྐང;རྐོ;རྡུལ;ལུ;ལུག;ལུང;ལུས;ལེབ;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐྱོང;སྐྱོབ;སྐྲ;སྡེབ;སྲུང;སློབ	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཀུམ	kum	RESIDUAL_16C7C1641787;CORPUS_84A74DBDD722;CORPUS_5683E9A09D00	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁུག;ཁུང;ཁུལ;ཁོམ;ཁྱིམ;ཁྲམ;ཁྲོམ;གདུང;གསུམ;གུ;གྲུ;ཆུག;ཆུང;ཆུད;ཆུན;ཐམ;ཐམས;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེམ;དུ;དྲུག;ནམ;ནུ;ཕམ;ཕུག;ཕུད;ཕུབ;ཕུར;ཕྱམ;ཕྱུགས;ཕྱུང;ཕྲུ;ཕྲུག;བཀལ;བཅོམ;བཙུན;བརྟུལ;བསྐུར;བྲམ;མཐུ;མཚུར;ཙམ;ཚིམ;ཚུགས;ཚུར;ཚུལ;ཟུར;ཡུམ;ཡུལ;རིམ;རིམས;རུག;རུས;རྐང;རྐོ;རྡུལ;ལམ;ལུ;ལུག;ལུང;ལུས;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐྱོང;སྐྲ;སྡོམ;སྣམ;སྲུང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
ཀུར	kur	RESIDUAL_16C7C1641787;CORPUS_84A74DBDD722;CORPUS_6783C3DA00D4	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁར;ཁུག;ཁུང;ཁུལ;ཁེར;གཏོར;གདུང;གསར;གུ;གྲུ;ཆར;ཆུག;ཆུང;ཆུད;ཆུན;ཆེར;ཐར;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐེར;ཐོར;དུ;དྲུག;ནུ;ནོར;པར;པོར;ཕུག;ཕུད;ཕུབ;ཕུར;ཕོར;ཕྱར;ཕྱུགས;ཕྱུང;ཕྲུ;ཕྲུག;བཀལ;བདར;བཙུན;བརྟུལ;བརྡར;བསྐུར;མཁར;མཐུ;མཚུར;ཚར;ཚུགས;ཚུར;ཚུལ;ཟུར;ཟེར;འཁོར;འབར;ཡར;ཡུལ;རུག;རུས;རྐང;རྐོ;རྡུལ;ལུ;ལུག;ལུང;ལུས;ཤོར;སེར;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱོང;སྐྲ;སྟེར;སྦྱར;སྦྱོར;སྲུང	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཀུས	kus	RESIDUAL_16C7C1641787;CORPUS_84A74DBDD722;CORPUS_735B62E02527	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁུག;ཁུང;ཁུལ;གདུང;གུ;གྲས;གྲུ;གྲོས;ངོས;ཆུག;ཆུང;ཆུད;ཆུན;ཆོས;ཐུ;ཐུང;ཐུན;ཐུབ;ཐུམ;ཐུར;ཐུལ;ཐོས;དུ;དྲུག;ནུ;པོས;ཕས;ཕུག;ཕུད;ཕུབ;ཕུར;ཕྱིས;ཕྱུགས;ཕྱུང;ཕྲས;ཕྲུ;ཕྲུག;བཀལ;བཅོས;བཙུན;བརྟུལ;བསྐུར;བསྡུས;བྲིས;མཁས;མཐུ;མཚུར;ཚུགས;ཚུར;ཚུལ;ཚོས;ཟས;ཟུར;ཡས;ཡུལ;རས;རིས;རུག;རུས;རྐང;རྐོ;རྡུལ;རྡོས;ལས;ལུ;ལུག;ལུང;ལུས;ལྷས;ཤས;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐྱེས;སྐྱོང;སྐྲ;སྦྲས;སྲུང	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
ཀོ	ko	RESIDUAL_16C7C1641787;CORPUS_16D4A9AA0695	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁོག;ཁོང;ཁོལ;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆོག;ཏོག;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;པོར;ཕོག;ཕོད;ཕོན;ཕོར;བཀལ;བརྟོལ;བརྩོན;བསྐོར;བྲོ;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚོལ;ཚོས;ཟོར;འཁོར;ཡོན;ཡོལ;རོ;རོག;རྐང;རྐོ;རྟོགས;རྡོག;རྡོལ;ལོ;ལོག;ལོང;ཤོད;སོ;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱོང;སྐྲ;སྟོང;སྟོན;སྤྱོད;སྦྱོང;སྦྱོར	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཀོག	kog	RESIDUAL_16C7C1641787;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁུག;ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྲག;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གཡོག;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅིག;ཅོ;ཅོག;ཆག;ཆུག;ཆོག;ཏིག;ཏོག;ཐེག;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དམག;དོ;དྲེག;དྲོ;ནག;པག;པོར;ཕག;ཕུག;ཕོག;ཕོད;ཕོན;ཕོར;ཕྲིག;ཕྲུག;བཀལ;བདག;བརྟོལ;བརྩོན;བསྐོར;བྲག;བྲོ;མགྲོན;མཆོད;མཐུག;མཐོ;མཛོད;མྱོང;ཚག;ཚོལ;ཚོས;ཟུག;ཟོར;འཁོར;ཡིག;ཡོན;ཡོལ;རིག;རིགས;རུག;རོ;རོག;རྐང;རྐོ;རྟོགས;རྡེག;རྡོག;རྡོལ;ལག;ལུག;ལོ;ལོག;ལོང;ལྷག;ཤོག;ཤོད;སོ;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱོང;སྐྲ;སྒྲོག;སྟག;སྟོང;སྟོན;སྤྱོད;སྦྱོང;སྦྱོར;སྲོག;སློག	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
ཀོགས	kogs	RESIDUAL_16C7C1641787;CORPUS_16D4A9AA0695;CORPUS_9A673562CD7A;CORPUS_F685D66CEF46	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁུག;ཁུགས;ཁེབས;ཁོག;ཁོང;ཁོལ;ཁྱག;ཁྲག;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གཡོག;གཡོགས;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅིག;ཅོ;ཅོག;ཆག;ཆགས;ཆུག;ཆོག;ཏིག;ཏོག;ཐབས;ཐམས;ཐེག;ཐེབས;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དམག;དོ;དྲེག;དྲོ;ནག;ནགས;པག;པགས;པོར;ཕག;ཕུག;ཕུགས;ཕོག;ཕོད;ཕོན;ཕོར;ཕྲིག;ཕྲུག;བཀལ;བདག;བརྟགས;བརྟོལ;བརྩོན;བསྐོར;བྲག;བྲོ;མགྲོན;མཆོད;མཐུག;མཐོ;མཛོད;མྱོང;ཚག;ཚགས;ཚོལ;ཚོས;ཟུག;ཟོར;འཁོར;ཡིག;ཡོན;ཡོལ;རིག;རིགས;རིམས;རུག;རོ;རོག;རྐང;རྐོ;རྟོགས;རྡེག;རྡོག;རྡོལ;ལག;ལུག;ལོ;ལོག;ལོང;ལྕགས;ལྷག;ཤོག;ཤོད;སོ;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱོང;སྐྲ;སྒྲོག;སྟག;སྟོང;སྟོན;སྤྱོད;སྦྱོང;སྦྱོར;སྲོག;སློག	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཀོང	koṅ	RESIDUAL_16C7C1641787;CORPUS_16D4A9AA0695;SUFFIX_NG_TO_NDOT	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁུང;ཁོག;ཁོང;ཁོལ;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོང;གཏོར;གདུང;གདོང;གདོན;གསུང;གསོལ;གོ;གྲང;གྲོ;གྲོང;གྲོས;ངོས;ཅིང;ཅོ;ཅོག;ཆང;ཆུང;ཆོག;ཏོག;ཐང;ཐུང;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;པོར;ཕང;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱང;ཕྱིང;བཀལ;བཏང;བརྟོལ;བརྩོན;བསྐོར;བྲང;བྲོ;མགྲོན;མཆོད;མཐོ;མཐོང;མཛོད;མྱོང;ཚང;ཚོལ;ཚོས;ཟོར;འཁོར;ཡང;ཡོན;ཡོལ;རིང;རོ;རོག;རྐང;རྐོ;རྟོགས;རྡོག;རྡོལ;རྨང;ལང;ལུང;ལོ;ལོག;ལོང;ཤོད;སེང;སོ;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱོང;སྐྲ;སྟེང;སྟོང;སྟོན;སྣང;སྤྱང;སྤྱོད;སྦྱང;སྦྱོང;སྦྱོར;སྦྲང;སྲིང;སློང	yes	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཀོད	kod	RESIDUAL_16C7C1641787;CORPUS_16D4A9AA0695;CORPUS_DDC164B090C8	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁོག;ཁོང;ཁོལ;ཁྱད;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆད;ཆུད;ཆོག;ཏོག;ཐད;ཐེད;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;དྲོད;ནད;པད;པོར;ཕད;ཕུད;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱད;ཕྱེད;ཕྲད;བཀལ;བརྟོལ;བརྩོན;བསྐོར;བྱད;བྲེད;བྲོ;མགྲོན;མཆོད;མཐུད;མཐོ;མཛོད;མྱོང;ཚུད;ཚོལ;ཚོས;ཟོར;འཁོར;ཡོད;ཡོན;ཡོལ;རོ;རོག;རྐང;རྐོ;རྒོད;རྒྱུད;རྟོགས;རྡོག;རྡོལ;རྩེད;ལོ;ལོག;ལོང;ཤེད;ཤོད;སོ;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱིད;སྐྱེད;སྐྱོང;སྐྲ;སྟོང;སྟོད;སྟོན;སྡོད;སྤྱད;སྤྱོད;སྦྱོང;སྦྱོར;སྲིད	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
ཀོན	kon	RESIDUAL_16C7C1641787;CORPUS_16D4A9AA0695;CORPUS_76CFA3FCFF21	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁོག;ཁོང;ཁོན;ཁོལ;ཁྲོག;ཁྲོད;ཁྲོན;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆུན;ཆེན;ཆོག;ཏོག;ཐུན;ཐེན;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དམན;དོ;དྲོ;ནོན;པན;པོར;ཕན;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱིན;ཕྲན;ཕྲིན;བཀལ;བཙན;བརྟོལ;བརྩོན;བསྐོར;བྱན;བྱིན;བྲན;བྲོ;བློན;མཁན;མགྲོན;མཆོད;མཐུན;མཐོ;མཛོད;མྱོང;ཚུན;ཚོལ;ཚོས;ཟན;ཟོར;འཁོར;ཡན;ཡིན;ཡོན;ཡོལ;རོ;རོག;རྐང;རྐོ;རྒྱུན;རྟོགས;རྡོག;རྡོལ;རྩེན;ལེན;ལོ;ལོག;ལོང;ཤན;ཤོད;སོ;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱོང;སྐྲ;སྟན;སྟོང;སྟོན;སྤྱན;སྤྱོད;སྦྱོང;སྦྱོར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཀོབ	kob	RESIDUAL_16C7C1641787;CORPUS_16D4A9AA0695;CORPUS_0C6592BB5CEF	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁབ;ཁེབ;ཁོག;ཁོང;ཁོལ;ཁྱབ;ཁྲབ;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདུབ;གདོང;གདོན;གསོལ;གོ;གྲུབ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆོག;ཏོག;ཐབ;ཐབས;ཐུབ;ཐེབ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;པོར;ཕབ;ཕུབ;ཕོག;ཕོད;ཕོན;ཕོར;བཀལ;བཏབ;བརྟོལ;བརྡབ;བརྩོན;བསྐོར;བྲབ;བྲོ;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚབ;ཚོལ;ཚོས;ཟོར;འཁོར;འབབ;ཡབ;ཡོན;ཡོལ;རབ;རོ;རོག;རྐང;རྐོ;རྟོགས;རྡོག;རྡོལ;ལེབ;ལོ;ལོག;ལོང;ཤོད;སོ;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱོང;སྐྱོབ;སྐྲ;སྟོང;སྟོན;སྡེབ;སྤྱོད;སྦྱོང;སྦྱོར;སློབ	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
ཀོམ	kom	RESIDUAL_16C7C1641787;CORPUS_16D4A9AA0695;CORPUS_5683E9A09D00	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁོག;ཁོང;ཁོམ;ཁོལ;ཁྱིམ;ཁྲམ;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གསུམ;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆོག;ཏོག;ཐམ;ཐམས;ཐུམ;ཐེམ;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;ནམ;པོར;ཕམ;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱམ;བཀལ;བཅོམ;བརྟོལ;བརྩོན;བསྐོར;བྲམ;བྲོ;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཙམ;ཚིམ;ཚོལ;ཚོས;ཟོར;འཁོར;ཡུམ;ཡོན;ཡོལ;རིམ;རིམས;རོ;རོག;རྐང;རྐོ;རྟོགས;རྡོག;རྡོལ;ལམ;ལོ;ལོག;ལོང;ཤོད;སོ;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱོང;སྐྲ;སྟོང;སྟོན;སྡོམ;སྣམ;སྤྱོད;སྦྱོང;སྦྱོར	no	passed		unresolved	ordinary_tibetan_lexical_or_compound=nonadmissible_observation;tibetan_proper_name=nonadmissible_observation	complete_not_currently_authoritative
ཀོར	kor	RESIDUAL_16C7C1641787;CORPUS_16D4A9AA0695;CORPUS_6783C3DA00D4	ཀན;ཀར;ཀི;ཀུན;ཀེ;ཀོང;ཀྱང;ཀླུ;ཀློང;ཁར;ཁེར;ཁོག;ཁོང;ཁོལ;ཁྲོག;ཁྲོད;ཁྲོམ;ཁྲོལ;གཅོད;གཏོར;གདོང;གདོན;གསར;གསོལ;གོ;གྲོ;གྲོང;གྲོས;ངོས;ཅོ;ཅོག;ཆར;ཆེར;ཆོག;ཏོག;ཐར;ཐུར;ཐེར;ཐོ;ཐོག;ཐོད;ཐོན;ཐོབ;ཐོར;དོ;དྲོ;ནོར;པར;པོར;ཕུར;ཕོག;ཕོད;ཕོན;ཕོར;ཕྱར;བཀལ;བདར;བརྟོལ;བརྡར;བརྩོན;བསྐོར;བྲོ;མཁར;མགྲོན;མཆོད;མཐོ;མཛོད;མྱོང;ཚར;ཚུར;ཚོལ;ཚོས;ཟུར;ཟེར;ཟོར;འཁོར;འབར;ཡར;ཡོན;ཡོལ;རོ;རོག;རྐང;རྐོ;རྟོགས;རྡོག;རྡོལ;ལོ;ལོག;ལོང;ཤོད;ཤོར;སེར;སོ;སོར;སྐད;སྐམ;སྐར;སྐལ;སྐུ;སྐོང;སྐོར;སྐྱོང;སྐྲ;སྟེར;སྟོང;སྟོན;སྤྱོད;སྦྱར;སྦྱོང;སྦྱོར	no	passed		ordinary_tibetan_lexical_or_compound	ordinary_tibetan_lexical_or_compound=secure_independent_observation;tibetan_proper_name=nonadmissible_observation	correction_authoritative
